Price,Close,High,Low,Open,Volume
Ticker,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X
Date,,,,,
2023-01-02,0.9344047904014587,0.9388790130615234,0.9340556263923645,0.9345793724060059,0
2023-01-03,0.9365926384925842,0.9504980444908142,0.9363470673561096,0.9365926384925842,0
2023-01-04,0.9481908082962036,0.948316752910614,0.9406630396842957,0.9481908082962036,0
2023-01-05,0.9428980946540833,0.9510314464569092,0.9406895041465759,0.9428980946540833,0
2023-01-06,0.9504257440567017,0.953925371170044,0.9414157271385193,0.9504257440567017,0
2023-01-09,0.9384737014770508,0.9388790130615234,0.9294803142547607,0.9384737014770508,0
2023-01-10,0.9317492842674255,0.9334889650344849,0.9297049641609192,0.9317492842674255,0
2023-01-11,0.9312461018562317,0.9323052763938904,0.92821204662323,0.9312461018562317,0
2023-01-12,0.9288845658302307,0.9312373995780945,0.9227049946784973,0.9288845658302307,0
2023-01-13,0.9208357334136963,0.9276007413864136,0.920208752155304,0.9208357334136963,0
2023-01-16,0.923881471157074,0.925780177116394,0.919650137424469,0.923881471157074,0
2023-01-17,0.9234122037887573,0.9270848035812378,0.920098602771759,0.9234122037887573,0
2023-01-18,0.9268441796302795,0.9288069009780884,0.9188052415847778,0.9268441796302795,0
2023-01-19,0.9261317849159241,0.9274372458457947,0.9231138825416565,0.9261317849159241,0
2023-01-20,0.9231905937194824,0.9256002902984619,0.9211580753326416,0.9231905937194824,0
2023-01-23,0.9204542636871338,0.9219394326210022,0.9158011674880981,0.9204712510108948,0
2023-01-24,0.9198532104492188,0.9226283431053162,0.9177258610725403,0.9198532104492188,0
2023-01-25,0.9184845089912415,0.921039342880249,0.9155580997467041,0.9184845089912415,0
2023-01-26,0.9156083464622498,0.9215825200080872,0.9150470495223999,0.9156083464622498,0
2023-01-27,0.9181050062179565,0.9226709604263306,0.9174480438232422,0.9181050062179565,0
2023-01-30,0.9198954701423645,0.921404242515564,0.9163130521774292,0.9198954701423645,0
2023-01-31,0.9216589331626892,0.9256430864334106,0.9202764630317688,0.9216589331626892,0
2023-02-01,0.9207848906517029,0.9215739965438843,0.9153820872306824,0.9207848906517029,0
2023-02-02,0.9080755114555359,0.9185266494750977,0.9069800972938538,0.9080755114555359,0
2023-02-03,0.9170946478843689,0.9250351190567017,0.914093554019928,0.9170946478843689,0
2023-02-06,0.9267668724060059,0.9330360293388367,0.9260460138320923,0.9267668724060059,0
2023-02-07,0.9321054816246033,0.9373125433921814,0.9307780265808105,0.9321054816246033,0
2023-02-08,0.9320011734962463,0.9332711696624756,0.9294025301933289,0.9320011734962463,0
2023-02-09,0.933236300945282,0.9336109161376953,0.9268012642860413,0.933236300945282,0
2023-02-10,0.9311419725418091,0.9373301267623901,0.9302325248718262,0.9311419725418091,0
2023-02-13,0.936601459980011,0.9384384155273438,0.932479202747345,0.936601459980011,0
2023-02-14,0.9321401715278625,0.9337853193283081,0.9261317849159241,0.9321401715278625,0
2023-02-15,0.9315150380134583,0.9376201629638672,0.930786669254303,0.9315150380134583,0
2023-02-16,0.935366153717041,0.938517689704895,0.9326531291007996,0.935366153717041,0
2023-02-17,0.9376377463340759,0.9422229528427124,0.9363296031951904,0.9376377463340759,0
2023-02-20,0.9359965324401855,0.9371017813682556,0.9342912435531616,0.9359965324401855,0
2023-02-21,0.9361367225646973,0.9394258856773376,0.9349813461303711,0.9361367225646973,0
2023-02-22,0.9388172626495361,0.9416993856430054,0.9377695918083191,0.9388172626495361,0
2023-02-23,0.9429425001144409,0.9452510476112366,0.9409551024436951,0.9429425001144409,0
2023-02-24,0.9436365365982056,0.9490367770195007,0.9421696066856384,0.9436365365982056,0
2023-02-27,0.9475170373916626,0.9494872689247131,0.9417526721954346,0.9475170373916626,0
2023-02-28,0.9426314234733582,0.945000946521759,0.9394699335098267,0.9426314234733582,0
2023-03-01,0.9454923868179321,0.9465215802192688,0.9354187250137329,0.9454923868179321,0
2023-03-02,0.9373476505279541,0.9449295401573181,0.9370315074920654,0.9373476505279541,0
2023-03-03,0.9434496760368347,0.944215714931488,0.9408223032951355,0.9434496760368347,0
2023-03-06,0.9411410093307495,0.9414423108100891,0.9351562857627869,0.9411410093307495,0
2023-03-07,0.9358476400375366,0.9459574818611145,0.9351300001144409,0.9358476400375366,0
2023-03-08,0.948029100894928,0.9500916600227356,0.9458411335945129,0.948029100894928,0
